,sentence,bigrams
3674,فيديو هذا بصراحه عذاب بعين هههه مالاول كيف قلت مش ناخذ كمونيه في نفسي قلت علاش ماهو يذوق مالكل شويا شوي ابصراحه كل شيء يشهي و في جنوب زادا و حمد لله خذيت مالكسكسي و سباقيتي ههه,"[('فيديو', 'هذا'), ('هذا', 'بصراحه'), ('بصراحه', 'عذاب'), ('عذاب', 'بعين'), ('بعين', 'هههه'), ('هههه', 'مالاول'), ('مالاول', 'كيف'), ('كيف', 'قلت'), ('قلت', 'مش'), ('مش', 'ناخذ'), ('ناخذ', 'كمونيه'), ('كمونيه', 'في'), ('في', 'نفسي'), ('نفسي', 'قلت'), ('قلت', 'علاش'), ('علاش', 'ماهو'), ('ماهو', 'يذوق'), ('يذوق', 'مالكل'), ('مالكل', 'شويا'), ('شويا', 'شوي'), ('شوي', 'ابصراحه'), ('ابصراحه', 'كل'), ('كل', 'شيء'), ('شيء', 'يشهي'), ('يشهي', 'و'), ('و', 'في'), ('في', 'جنوب'), ('جنوب', 'زادا'), ('زادا', 'و'), ('و', 'حمد'), ('حمد', 'لله'), ('لله', 'خذيت'), ('خذيت', 'مالكسكسي'), ('مالكسكسي', 'و'), ('و', 'سباقيتي'), ('سباقيتي', 'ههه')]"
3675,قلوب ضعيفه قدام اكل تونسي  برافو يعطيك صحه عافيه,"[('قلوب', 'ضعيفه'), ('ضعيفه', 'قدام'), ('قدام', 'اكل'), ('اكل', 'تونسي'), ('تونسي', ''), ('', 'برافو'), ('برافو', 'يعطيك'), ('يعطيك', 'صحه'), ('صحه', 'عافيه')]"
3676,يا امونه يا احلي زهره ربي يزيح علي غمه هذه و تروح لتونس و تشبع بيها  نحبك برشا,"[('يا', 'امونه'), ('امونه', 'يا'), ('يا', 'احلي'), ('احلي', 'زهره'), ('زهره', 'ربي'), ('ربي', 'يزيح'), ('يزيح', 'علي'), ('علي', 'غمه'), ('غمه', 'هذه'), ('هذه', 'و'), ('و', 'تروح'), ('تروح', 'لتونس'), ('لتونس', 'و'), ('و', 'تشبع'), ('تشبع', 'بيها'), ('بيها', ''), ('', 'نحبك'), ('نحبك', 'برشا')]"
3677,يا زهره تونس من جنوب الي شمال ومن شرق الي غرب ربي يحفظك انت عائله وتعودي الي تونس في اقرب اوق وتتمتع بجمال وروعت انت سفيرت في عالم افتراضي لمطبخ يسخر كثير بورك فيك وشكرا علي دعمك لنا كلم تغيب بحق من اجل شكرك,"[('يا', 'زهره'), ('زهره', 'تونس'), ('تونس', 'من'), ('من', 'جنوب'), ('جنوب', 'الي'), ('الي', 'شمال'), ('شمال', 'ومن'), ('ومن', 'شرق'), ('شرق', 'الي'), ('الي', 'غرب'), ('غرب', 'ربي'), ('ربي', 'يحفظك'), ('يحفظك', 'انت'), ('انت', 'عائله'), ('عائله', 'وتعودي'), ('وتعودي', 'الي'), ('الي', 'تونس'), ('تونس', 'في'), ('في', 'اقرب'), ('اقرب', 'اوق'), ('اوق', 'وتتمتع'), ('وتتمتع', 'بجمال'), ('بجمال', 'وروعت'), ('وروعت', 'انت'), ('انت', 'سفيرت'), ('سفيرت', 'في'), ('في', 'عالم'), ('عالم', 'افتراضي'), ('افتراضي', 'لمطبخ'), ('لمطبخ', 'يسخر'), ('يسخر', 'كثير'), ('كثير', 'بورك'), ('بورك', 'فيك'), ('فيك', 'وشكرا'), ('وشكرا', 'علي'), ('علي', 'دعمك'), ('دعمك', 'لنا'), ('لنا', 'كلم'), ('كلم', 'تغيب'), ('تغيب', 'بحق'), ('بحق', 'من'), ('من', 'اجل'), ('اجل', 'شكرك')]"
3678,ربي يفضلك خويا كريم كل شكر و امتن لكلامك و شهاده نعتز بيها منك و من قناتك ثريه ربي يفضلك و تفوت تحدي 200k سنه ان شاء الله ,"[('ربي', 'يفضلك'), ('يفضلك', 'خويا'), ('خويا', 'كريم'), ('كريم', 'كل'), ('كل', 'شكر'), ('شكر', 'و'), ('و', 'امتن'), ('امتن', 'لكلامك'), ('لكلامك', 'و'), ('و', 'شهاده'), ('شهاده', 'نعتز'), ('نعتز', 'بيها'), ('بيها', 'منك'), ('منك', 'و'), ('و', 'من'), ('من', 'قناتك'), ('قناتك', 'ثريه'), ('ثريه', 'ربي'), ('ربي', 'يفضلك'), ('يفضلك', 'و'), ('و', 'تفوت'), ('تفوت', 'تحدي'), ('تحدي', '200k'), ('200k', 'سنه'), ('سنه', 'ان'), ('ان', 'شاء'), ('شاء', 'الله'), ('الله', '')]"
3679,جرب كسكسي مرش في قفصه و تفكر ,"[('جرب', 'كسكسي'), ('كسكسي', 'مرش'), ('مرش', 'في'), ('في', 'قفصه'), ('قفصه', 'و'), ('و', 'تفكر'), ('تفكر', '')]"
3680,روعه مشاءالله ظاهره ماكله بنيينه برشا و مكان نظيف يستحق زياره  شكرا لصاحب فيديو علي خدمه مزيانه واحد تعرف علي برشا بلايص من بلاد و تعرف علي اختصاص كل جهه ربي يحمي تونس,"[('روعه', 'مشاءالله'), ('مشاءالله', 'ظاهره'), ('ظاهره', 'ماكله'), ('ماكله', 'بنيينه'), ('بنيينه', 'برشا'), ('برشا', 'و'), ('و', 'مكان'), ('مكان', 'نظيف'), ('نظيف', 'يستحق'), ('يستحق', 'زياره'), ('زياره', ''), ('', 'شكرا'), ('شكرا', 'لصاحب'), ('لصاحب', 'فيديو'), ('فيديو', 'علي'), ('علي', 'خدمه'), ('خدمه', 'مزيانه'), ('مزيانه', 'واحد'), ('واحد', 'تعرف'), ('تعرف', 'علي'), ('علي', 'برشا'), ('برشا', 'بلايص'), ('بلايص', 'من'), ('من', 'بلاد'), ('بلاد', 'و'), ('و', 'تعرف'), ('تعرف', 'علي'), ('علي', 'اختصاص'), ('اختصاص', 'كل'), ('كل', 'جهه'), ('جهه', 'ربي'), ('ربي', 'يحمي'), ('يحمي', 'تونس')]"
3681,فيديو شفته صدفه لقيت ايم زهره مطبخ تونسي هبطته في قروب توانسه في فرنسا هاني جيت نجري ههه يا خويا تشهي فيها راه ههه يعطيك صحه تفرهد معاك تمنيت فيديو جات اطول,"[('فيديو', 'شفته'), ('شفته', 'صدفه'), ('صدفه', 'لقيت'), ('لقيت', 'ايم'), ('ايم', 'زهره'), ('زهره', 'مطبخ'), ('مطبخ', 'تونسي'), ('تونسي', 'هبطته'), ('هبطته', 'في'), ('في', 'قروب'), ('قروب', 'توانسه'), ('توانسه', 'في'), ('في', 'فرنسا'), ('فرنسا', 'هاني'), ('هاني', 'جيت'), ('جيت', 'نجري'), ('نجري', 'ههه'), ('ههه', 'يا'), ('يا', 'خويا'), ('خويا', 'تشهي'), ('تشهي', 'فيها'), ('فيها', 'راه'), ('راه', 'ههه'), ('ههه', 'يعطيك'), ('يعطيك', 'صحه'), ('صحه', 'تفرهد'), ('تفرهد', 'معاك'), ('معاك', 'تمنيت'), ('تمنيت', 'فيديو'), ('فيديو', 'جات'), ('جات', 'اطول')]"
3682,شهاده في حق اهل حامه طيبين كان لي شرف ان ازور وابقي فيها لبضعه ايام كانت كفيله بان تبقي في ذاكره ليس من اجل اكل وشرب بل باخلاق وطيبت واحترام غريب فشكرا لكم علي ان جعلتمو اعيش احساس ثقه بانه مازال هناك طيب علي ارض بعد ان فقدته شكرا لكم ,"[('شهاده', 'في'), ('في', 'حق'), ('حق', 'اهل'), ('اهل', 'حامه'), ('حامه', 'طيبين'), ('طيبين', 'كان'), ('كان', 'لي'), ('لي', 'شرف'), ('شرف', 'ان'), ('ان', 'ازور'), ('ازور', 'وابقي'), ('وابقي', 'فيها'), ('فيها', 'لبضعه'), ('لبضعه', 'ايام'), ('ايام', 'كانت'), ('كانت', 'كفيله'), ('كفيله', 'بان'), ('بان', 'تبقي'), ('تبقي', 'في'), ('في', 'ذاكره'), ('ذاكره', 'ليس'), ('ليس', 'من'), ('من', 'اجل'), ('اجل', 'اكل'), ('اكل', 'وشرب'), ('وشرب', 'بل'), ('بل', 'باخلاق'), ('باخلاق', 'وطيبت'), ('وطيبت', 'واحترام'), ('واحترام', 'غريب'), ('غريب', 'فشكرا'), ('فشكرا', 'لكم'), ('لكم', 'علي'), ('علي', 'ان'), ('ان', 'جعلتمو'), ('جعلتمو', 'اعيش'), ('اعيش', 'احساس'), ('احساس', 'ثقه'), ('ثقه', 'بانه'), ('بانه', 'مازال'), ('مازال', 'هناك'), ('هناك', 'طيب'), ('طيب', 'علي'), ('علي', 'ارض'), ('ارض', 'بعد'), ('بعد', 'ان'), ('ان', 'فقدته'), ('فقدته', 'شكرا'), ('شكرا', 'لكم'), ('لكم', '')]"
3683,بارك الله فيك وريت اما رائعه التي بارك الله فيها تونس,"[('بارك', 'الله'), ('الله', 'فيك'), ('فيك', 'وريت'), ('وريت', 'اما'), ('اما', 'رائعه'), ('رائعه', 'التي'), ('التي', 'بارك'), ('بارك', 'الله'), ('الله', 'فيها'), ('فيها', 'تونس')]"
3684,لازم تصور مدخل مدينه باسمك  باش تخليك تمشيل ,"[('لازم', 'تصور'), ('تصور', 'مدخل'), ('مدخل', 'مدينه'), ('مدينه', 'باسمك'), ('باسمك', ''), ('', 'باش'), ('باش', 'تخليك'), ('تخليك', 'تمشيل'), ('تمشيل', '')]"
3685,حاجه تعمل كيف نظافه و بنه و اسعار في متناول صحن كمونيه علوش بسوم سندويش في بعض اما اخري تحياتي حامه و ولكل اهل في جنوب عزيز,"[('حاجه', 'تعمل'), ('تعمل', 'كيف'), ('كيف', 'نظافه'), ('نظافه', 'و'), ('و', 'بنه'), ('بنه', 'و'), ('و', 'اسعار'), ('اسعار', 'في'), ('في', 'متناول'), ('متناول', 'صحن'), ('صحن', 'كمونيه'), ('كمونيه', 'علوش'), ('علوش', 'بسوم'), ('بسوم', 'سندويش'), ('سندويش', 'في'), ('في', 'بعض'), ('بعض', 'اما'), ('اما', 'اخري'), ('اخري', 'تحياتي'), ('تحياتي', 'حامه'), ('حامه', 'و'), ('و', 'ولكل'), ('ولكل', 'اهل'), ('اهل', 'في'), ('في', 'جنوب'), ('جنوب', 'عزيز')]"
3686,حاجه تعمل كيف نظافه و بنه و اسعار في متناول صحن كمونيه علوش بسوم سندويش في بعض اما اخري تحياتي حامه و ولكل اهل في جنوب عزيز,"[('حاجه', 'تعمل'), ('تعمل', 'كيف'), ('كيف', 'نظافه'), ('نظافه', 'و'), ('و', 'بنه'), ('بنه', 'و'), ('و', 'اسعار'), ('اسعار', 'في'), ('في', 'متناول'), ('متناول', 'صحن'), ('صحن', 'كمونيه'), ('كمونيه', 'علوش'), ('علوش', 'بسوم'), ('بسوم', 'سندويش'), ('سندويش', 'في'), ('في', 'بعض'), ('بعض', 'اما'), ('اما', 'اخري'), ('اخري', 'تحياتي'), ('تحياتي', 'حامه'), ('حامه', 'و'), ('و', 'ولكل'), ('ولكل', 'اهل'), ('اهل', 'في'), ('في', 'جنوب'), ('جنوب', 'عزيز')]"
3687,لهم صل علي محمد وعلي اله وصحبه اجمع,"[('لهم', 'صل'), ('صل', 'علي'), ('علي', 'محمد'), ('محمد', 'وعلي'), ('وعلي', 'اله'), ('اله', 'وصحبه'), ('وصحبه', 'اجمع')]"
3688,فيديو خفيف نظيف وخي طولل فيديو رانا نستمتعو والله,"[('فيديو', 'خفيف'), ('خفيف', 'نظيف'), ('نظيف', 'وخي'), ('وخي', 'طولل'), ('طولل', 'فيديو'), ('فيديو', 'رانا'), ('رانا', 'نستمتعو'), ('نستمتعو', 'والله')]"
3689,حاضر تدلل,"[('حاضر', 'تدلل')]"
3690,اعمل طله علي توزر وذوق هريسه متاع حمص دوباره مطبقه سفه بركوكش شخشوخه حاج تلقا كان هنا بنه اتق,"[('اعمل', 'طله'), ('طله', 'علي'), ('علي', 'توزر'), ('توزر', 'وذوق'), ('وذوق', 'هريسه'), ('هريسه', 'متاع'), ('متاع', 'حمص'), ('حمص', 'دوباره'), ('دوباره', 'مطبقه'), ('مطبقه', 'سفه'), ('سفه', 'بركوكش'), ('بركوكش', 'شخشوخه'), ('شخشوخه', 'حاج'), ('حاج', 'تلقا'), ('تلقا', 'كان'), ('كان', 'هنا'), ('هنا', 'بنه'), ('بنه', 'اتق')]"
3691,رجاء تواصل معنا علي صفحت علي فايسبوك لمزيد من معلوم شكرا,"[('رجاء', 'تواصل'), ('تواصل', 'معنا'), ('معنا', 'علي'), ('علي', 'صفحت'), ('صفحت', 'علي'), ('علي', 'فايسبوك'), ('فايسبوك', 'لمزيد'), ('لمزيد', 'من'), ('من', 'معلوم'), ('معلوم', 'شكرا')]"
3692,توزر بيه بلادي اما بش يتعب برشا في سفر ههه,"[('توزر', 'بيه'), ('بيه', 'بلادي'), ('بلادي', 'اما'), ('اما', 'بش'), ('بش', 'يتعب'), ('يتعب', 'برشا'), ('برشا', 'في'), ('في', 'سفر'), ('سفر', 'ههه')]"
3693,جوعت الله يهديك ههه ربي يحفظ اهل لجنوب تحيه من ليب اكيد اخص منطقه دوز,"[('جوعت', 'الله'), ('الله', 'يهديك'), ('يهديك', 'ههه'), ('ههه', 'ربي'), ('ربي', 'يحفظ'), ('يحفظ', 'اهل'), ('اهل', 'لجنوب'), ('لجنوب', 'تحيه'), ('تحيه', 'من'), ('من', 'ليب'), ('ليب', 'اكيد'), ('اكيد', 'اخص'), ('اخص', 'منطقه'), ('منطقه', 'دوز')]"
3694, صحه و بشفا ليك و ضاهر نظيف يعطي صحه علي قواندواوت,"[('', 'صحه'), ('صحه', 'و'), ('و', 'بشفا'), ('بشفا', 'ليك'), ('ليك', 'و'), ('و', 'ضاهر'), ('ضاهر', 'نظيف'), ('نظيف', 'يعطي'), ('يعطي', 'صحه'), ('صحه', 'علي'), ('علي', 'قواندواوت')]"
3695,اهبط لقابس مدينه و امشي اعمل صحن تونسي في جاره عند داود و كسكروت تن عند سحلوبه في منزل بنه ماتلقهاش في تونس كامله,"[('اهبط', 'لقابس'), ('لقابس', 'مدينه'), ('مدينه', 'و'), ('و', 'امشي'), ('امشي', 'اعمل'), ('اعمل', 'صحن'), ('صحن', 'تونسي'), ('تونسي', 'في'), ('في', 'جاره'), ('جاره', 'عند'), ('عند', 'داود'), ('داود', 'و'), ('و', 'كسكروت'), ('كسكروت', 'تن'), ('تن', 'عند'), ('عند', 'سحلوبه'), ('سحلوبه', 'في'), ('في', 'منزل'), ('منزل', 'بنه'), ('بنه', 'ماتلقهاش'), ('ماتلقهاش', 'في'), ('في', 'تونس'), ('تونس', 'كامله')]"
3696,انتم قربت قربت اعمل طله علي ڨبلي سوق_الاحد مرحبا بيكم حتي هي بلاد تعمل كيف و ناس احلي ناس ,"[('انتم', 'قربت'), ('قربت', 'قربت'), ('قربت', 'اعمل'), ('اعمل', 'طله'), ('طله', 'علي'), ('علي', 'ڨبلي'), ('ڨبلي', 'سوق_الاحد'), ('سوق_الاحد', 'مرحبا'), ('مرحبا', 'بيكم'), ('بيكم', 'حتي'), ('حتي', 'هي'), ('هي', 'بلاد'), ('بلاد', 'تعمل'), ('تعمل', 'كيف'), ('كيف', 'و'), ('و', 'ناس'), ('ناس', 'احلي'), ('احلي', 'ناس'), ('ناس', '')]"
3697,الله يبارك جوعتو واصل,"[('الله', 'يبارك'), ('يبارك', 'جوعتو'), ('جوعتو', 'واصل')]"
3698,صحه و بشفا وعيش علي مشاركه,"[('صحه', 'و'), ('و', 'بشفا'), ('بشفا', 'وعيش'), ('وعيش', 'علي'), ('علي', 'مشاركه')]"
3699,بارك الله فيك علي هذا فيديو جميل شهي ههه من فضلك حطل موقع جغرافي علي موقع باش تسهل علي بحث وشكرا دمت مبدعا,"[('بارك', 'الله'), ('الله', 'فيك'), ('فيك', 'علي'), ('علي', 'هذا'), ('هذا', 'فيديو'), ('فيديو', 'جميل'), ('جميل', 'شهي'), ('شهي', 'ههه'), ('ههه', 'من'), ('من', 'فضلك'), ('فضلك', 'حطل'), ('حطل', 'موقع'), ('موقع', 'جغرافي'), ('جغرافي', 'علي'), ('علي', 'موقع'), ('موقع', 'باش'), ('باش', 'تسهل'), ('تسهل', 'علي'), ('علي', 'بحث'), ('بحث', 'وشكرا'), ('وشكرا', 'دمت'), ('دمت', 'مبدعا')]"
3700,مرحبا بيك في حامه انا من متتبعي قناه من بدايه  شكرا علي عمل ممتاز الي قاعد تقدم فيه ,"[('مرحبا', 'بيك'), ('بيك', 'في'), ('في', 'حامه'), ('حامه', 'انا'), ('انا', 'من'), ('من', 'متتبعي'), ('متتبعي', 'قناه'), ('قناه', 'من'), ('من', 'بدايه'), ('بدايه', ''), ('', 'شكرا'), ('شكرا', 'علي'), ('علي', 'عمل'), ('عمل', 'ممتاز'), ('ممتاز', 'الي'), ('الي', 'قاعد'), ('قاعد', 'تقدم'), ('تقدم', 'فيه'), ('فيه', '')]"
3701,صحه وعافيه مطعم نظيف,"[('صحه', 'وعافيه'), ('وعافيه', 'مطعم'), ('مطعم', 'نظيف')]"
3702,يعطيك صحه عافيه ماكله تشهي ماشاءالله ماكلت تونسيه وحد بصراحه ,"[('يعطيك', 'صحه'), ('صحه', 'عافيه'), ('عافيه', 'ماكله'), ('ماكله', 'تشهي'), ('تشهي', 'ماشاءالله'), ('ماشاءالله', 'ماكلت'), ('ماكلت', 'تونسيه'), ('تونسيه', 'وحد'), ('وحد', 'بصراحه'), ('بصراحه', '')]"
3703, ربي بالحق مطبخ تونسي حقيقي بامتياز,"[('', 'ربي'), ('ربي', 'بالحق'), ('بالحق', 'مطبخ'), ('مطبخ', 'تونسي'), ('تونسي', 'حقيقي'), ('حقيقي', 'بامتياز')]"
